"Quelle","Pole Studio","PLZ","Stadt","Land","Adresse","Telefonnummer","E-Mail-Adresse","Webseite","Facebook","Instagram","Art","Angebot","Beschreibung","Straße","Eversports ohne Einteilung","ID","Owner","Created Date","Updated Date","Bildergalerie","Richtigkeit der Angaben","Pole Studios (Pole Studio)","Online Studios (Pole Studio)","Inaktiv","Löschvermerk"
,"Tanzschule Step Up","57258","Freudenberg","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Arnsberg"",""name"":""Arnsberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Freudenberg"",""name"":""Freudenberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Freudenberg"",""location"":{""latitude"":50.9102986,""longitude"":7.9166981},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""7"",""name"":""Gewerbestraße"",""apt"":"""",""formattedAddressLine"":""Gewerbestraße 7""},""formatted"":""Gewerbestraße 7, 57258 Freudenberg, Deutschland"",""country"":""DE"",""postalCode"":""57258""}","017642095647","info@tanzschule-stepup.de","http://www.tanzschule-stepup.de","https://www.facebook.com/tanzschule.stepup/","https://www.instagram.com/tanzschule-stepup/","Pole Studio","<p>Wir bieten im Bereich Pole Dance folgende Kurse an:</p><p>Pole Technikkurse - Beginner, Intermediate, Advanced (Kids / Adults)</p><p>Pole Flexibility</p><p>Pole Conditoning</p><p>Pole Exotic</p><p>Pole Choreo</p><p>Aerial Hoop (Kids / Adults)</p><p>Aerial Silks (Kids / Adults)</p><p> </p>","<p> </p>","Gewerbestraße 7",,"3a5c7da2-16c6-4595-a7d6-833430cf164d","f570eb7e-9653-4415-bb52-6d175496a69e",2023-03-01T10:40:04Z,2024-02-04T17:56:23Z,"[{""description"":"""",""slug"":""studio-pole.jpg_0"",""alt"":"""",""src"":""wix:image://v1/f570eb_415e48a4a7b548aba22c3e767d48566d~mv2.jpg/studio20pole.jpg#originWidth=2728&originHeight=3637"",""title"":""studio pole.jpg"",""type"":""image"",""settings"":{}}]",true,"/polestudio/tanzschule-step-up","/onlinestudio/tanzschule-step-up",,
,"Pole Dance Academy Nürnberg","90459","Nürnberg","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Mittelfranken"",""name"":""Mittelfranken"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Nürnberg"",""name"":""Nürnberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Nürnberg"",""location"":{""latitude"":49.4435268,""longitude"":11.0841092},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""21"",""name"":""Galgenhofstraße"",""apt"":""""},""formatted"":""Galgenhofstraße 21, 90459 Nürnberg, Deutschland"",""country"":""DE"",""postalCode"":""90459"",""subdivision"":""BY""}","0171 6913336","lilli@poledanceacademy.de, jeannine@poledanceacademy.de","https://www.poledanceacademy.de/pages/kurse-nuernberg.php","https://www.facebook.com/poledanceacademynuernberg","http://""unbekannt""","Pole Studio",,,"Galgenhofstraße 21",,"3a5fd3d2-13ce-4a01-b410-c9be1d500cec","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:47Z,,,"/polestudio/pole-dance-academy-n%C3%BCrnberg","/onlinestudio/pole-dance-academy-n%C3%BCrnberg",,
"https://www.eversports.de/sw/nordpole","NORDpole Studio","22761","Hamburg","Deutschland","{""subdivisions"":[{""code"":""HH"",""name"":""Hamburg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Hamburg"",""name"":""Hamburg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Hamburg"",""location"":{""latitude"":53.5632356,""longitude"":9.915011699999999},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""15B"",""name"":""Mendelssohnstraße"",""apt"":""""},""formatted"":""Mendelssohnstraße 15B, 22761 Hamburg, Deutschland"",""country"":""DE"",""postalCode"":""22761"",""subdivision"":""HH""}","01525 2414066","team@nordpole-hamburg.de","https://www.nordpole.de/","https://www.facebook.com/nordpolestudio","https://www.instagram.com/nordpolestudio/?hl=de","Pole Studio",,,"Mendelssohnstraße 15B",,"3b86208c-387d-404f-b1d3-c28b6ea3632a","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:47Z,,,"/polestudio/nordpole-studio","/onlinestudio/nordpole-studio",,
"https://www.eversports.de/sw/css-aerial-dance-studio","CSS Aerial Dance Studio","22851","Hamburg","Deutschland","{""subdivisions"":[{""code"":""Norderstedt"",""name"":""Norderstedt"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Norderstedt"",""location"":{""latitude"":53.6880245,""longitude"":10.0466357},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":"""",""name"":""Hummelsbütteler Steindamm"",""apt"":"""",""formattedAddressLine"":""Hummelsbütteler Steindamm""},""formatted"":""Hummelsbütteler Steindamm, 22851 Hamburg, Deutschland"",""country"":""DE"",""postalCode"":""22851""}","'+49 15224340258","CorinnaSchatz@gmx.de","https://cssaerialdancestudio.com/","https://www.facebook.com/SchatzCorinna/","https://www.instagram.com/cssaerialdancestudio/","Pole Studio",,"<p class=""font_8"">Das CSS AERIAL DANCE STUDIO befindet sich im Hummelsbütteler Steindamm 84 in Norderstedt. Hier findest du auf 429qm alles was dein Herz begehrt - Pole Dance, Aerial Hoop, unterschiedliche Yogakurse und auch ein kleines Café zum zurückziehen. Im CSS herrscht eine herzliche Atmosphäre. Das Crewleben wird hier groß geschrieben und wir achten auch darauf, dass sich jeder wohl fühlt. Mit dem Auto oder dem Bus kommst du gut zu unserem Studio.
</p>","Hummelsbütteler Steindamm",,"3e9e892b-f1cc-428f-90ff-7dfa03631eb8","284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-03-06T12:34:54Z,2024-02-04T18:00:46Z,,,"/polestudio/css-aerial-dance-studio","/onlinestudio/css-aerial-dance-studio",,
"https://www.eversports.de/sw/pole-and-move-ketsch","Pole and Move Ketsch","68775","Ketsch","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""KA"",""name"":""Karlsruhe"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Ketsch"",""name"":""Ketsch"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Ketsch"",""location"":{""latitude"":49.3666621,""longitude"":8.5296448},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""36"",""name"":""Gutenbergstraße"",""apt"":""""},""formatted"":""Gutenbergstraße 36, 68775 Ketsch, Deutschland"",""country"":""DE"",""postalCode"":""68775"",""subdivision"":""BW""}","0176 61653663","team@poleandmove.de","https://poleandmove.de/","https://www.facebook.com/poleandmoves/","https://www.instagram.com/pole_and_move/","Pole Studio",,,"Gutenbergstraße 36",,"3efd4ca5-55b9-4471-9ac8-6315967cb4ac","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:47Z,,,"/polestudio/pole-and-move-ketsch","/onlinestudio/pole-and-move-ketsch",,
,"Poledance! Aerial & Fitness Kiel","24143","Kiel","Deutschland","{""subdivisions"":[{""code"":""SH"",""name"":""Schleswig-Holstein"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""KI"",""name"":""Kiel"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Kiel"",""location"":{""latitude"":54.3017706,""longitude"":10.1395228},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""124"",""name"":""Theodor-Heuss-Ring"",""apt"":""""},""formatted"":""Theodor-Heuss-Ring 124, 24143 Kiel, Deutschland"",""country"":""DE"",""postalCode"":""24143"",""subdivision"":""SH""}","0177 1561369","info@poledance-kiel.net, info@poledance-flensburg.net","https://www.poledance-kiel.net/index.php","https://www.facebook.com/polekiel","http://""unbekannt""","Pole Studio",,,"Theodor-Heuss-Ring 124",,"3fe1d231-f4aa-46a5-9f58-41af5ebc4020","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:48Z,,,"/polestudio/poledance!-aerial-%26-fitness-kiel","/onlinestudio/poledance!-aerial-%26-fitness-kiel",,
,"Empire Pole","32108","Bad Salzuflen","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Detmold"",""name"":""Detmold"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Bad Salzuflen"",""name"":""Bad Salzuflen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Bad Salzuflen"",""location"":{""latitude"":52.0713034,""longitude"":8.763201},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""21"",""name"":""Lehmkuhlstraße"",""apt"":"""",""formattedAddressLine"":""Lehmkuhlstraße 21""},""formatted"":""Lehmkuhlstraße 21, 32108 Bad Salzuflen, Deutschland"",""country"":""DE"",""postalCode"":""32108"",""subdivision"":""NRW""}","0170 5287217","info@empirepole.de","http://www.empirepole.com/","https://de-de.facebook.com/empirepole/","https://www.instagram.com/empirepole/","Pole Studio",,,"Lehmkuhlstraße 21",,"41b488e6-ad73-46fd-be08-81c692f6cfcd","284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-08T11:34:34Z,2024-02-04T18:00:47Z,,,"/polestudio/empire-pole","/onlinestudio/empire-pole",,
,"Poleria","9445","Rebstein","Schweiz","{""subdivisions"":[{""code"":""SG"",""name"":""Sankt Gallen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Rheintal"",""name"":""Rheintal"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Rebstein"",""name"":""Rebstein"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""CH"",""name"":""Schweiz"",""type"":""COUNTRY""}],""city"":""Rebstein"",""location"":{""latitude"":47.401628,""longitude"":9.588797999999999},""countryFullname"":""Schweiz"",""streetAddress"":{""number"":""4"",""name"":""Gewerbestrasse"",""apt"":"""",""formattedAddressLine"":""Gewerbestrasse 4""},""formatted"":""Gewerbestrasse 4, 9445 Rebstein, Schweiz"",""country"":""CH"",""postalCode"":""9445"",""subdivision"":""SG""}","0795372618","poleriainfo@gmail.com","http://poleria.com","https://www.facebook.com/poledancecube","https://www.instagram.com/poleria.rebstein/","Pole Studio","<p>Dank des umfangreichen Kursangebots und den unterschiedlichen Levels, die in der Poleria angeboten werden, findet bei uns jede genau das, was auf sie zugeschnitten ist.</p><p>Während unter der Woche die regulären Poledance Lektionen stattfinden, bieten wir an den Wochenenden regelmässig spezielle Kurse wie beispielsweise Highheels-Choreos, Floorwork, Chair Dance, Kopf- und Handstandtraining etc. an.</p><p>​</p><p>Für Spezialanlässe und Events wie Polterabend, Vereins- oder Geschäftsanlass stellen wir gerne ein passendes Programm zusammen.</p>","<p>Das geräumige Studio ist ausgestattet mit 10 hochwertigen, drei Meter hohen Stangen, wobei jeder Kursteilnehmenden während den Lektionen eine eigene Stange zur Verfügung steht. Ebenfalls im Tanzraum befindet sich ein kleines Lavabo das während den Lektionen für Trinkwassernachschub sorgt.</p><p>Direkt nebenan befinden sich Toiletten sowie eine Umkleide.</p><p>​</p><p>Das Studio ist liebevoll und dennoch praktisch eingerichtet und bietet genügend Platz für tänzerische Darbietungen jedes einzelnen. Die Wall-of-Fame lädt durch ihre abwechslungsreiche Ausschmückung mit Postkarten, Motivationssprüchen sowie unseren Jahreszielen etc. zum Staunen und Verweilen ein.</p>","Gewerbestrasse 4",,"41bf5dd0-c9d3-4744-8cf6-8c17b2938414","6e5d893b-d533-465e-a43a-ec7fdf378b05",2023-05-18T20:37:16Z,2024-02-04T17:56:11Z,"[{""description"":"""",""slug"":""logo_.jpg_0"",""alt"":"""",""src"":""wix:image://v1/6e5d89_13e25d7e23a548d791a0e3d5fe8f81a9~mv2.jpg/logo_.jpg#originWidth=4000&originHeight=3000"",""title"":""LOGO_.jpg"",""type"":""image"",""settings"":{}}]",true,"/polestudio/poleria","/onlinestudio/poleria",,
,"Happy Pole Place","40549","Düsseldorf","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Düsseldorf"",""name"":""Düsseldorf"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Düsseldorf"",""name"":""Düsseldorf"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Düsseldorf"",""location"":{""latitude"":51.2263174,""longitude"":6.707559},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""72"",""name"":""Wiesenstraße"",""apt"":""""},""formatted"":""Wiesenstraße 72, 40549 Düsseldorf, Deutschland"",""country"":""DE"",""postalCode"":""40549""}","01516 1425925","info@happypoleplace.de","https://www.happypoleplace.de/#/","https://www.facebook.com/happypoleplace","https://www.instagram.com/happypoleplace/?hl=de","Pole Studio",,,"Wiesenstraße 72",,"41e8162c-9b80-4c17-9520-5185117ea4c1","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:47Z,,,"/polestudio/happy-pole-place","/onlinestudio/happy-pole-place",,
,"Flow Fusion Pole-Aerial-Dance Studio","90441","Nürnberg","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Mittelfranken"",""name"":""Mittelfranken"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Nürnberg"",""name"":""Nürnberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Nürnberg"",""location"":{""latitude"":49.42404,""longitude"":11.0684657},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""64"",""name"":""Platenstraße"",""apt"":"""",""formattedAddressLine"":""Platenstraße 64""},""formatted"":""Platenstraße 64, 90441 Nürnberg, Deutschland"",""country"":""DE"",""postalCode"":""90441"",""subdivision"":""BY""}"," 01629468932","hello@flowfusion.de","https://flowfusion.de/","https://www.facebook.com/people/Flow-Fusion-Pole-Aerial-Dance-Studio/100088483751498/","https://www.instagram.com/flowfusion.poledance/","Pole Studio",,,"Platenstraße 64","https://www.eversports.de/sw/flow-fusion-pole-aerial-dance-studio","43e9a68f-6314-4f02-939f-3b5c19c64d0a","284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-04-25T13:47:47Z,2024-02-04T18:00:47Z,,,"/polestudio/flow-fusion-pole-aerial-dance-studio","/onlinestudio/flow-fusion-pole-aerial-dance-studio",,
,"MetroPole Dance - NOW2","74076","Heilbronn","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Süd"",""name"":""Stuttgart"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Heilbronn"",""name"":""Heilbronn"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Heilbronn"",""location"":{""latitude"":49.1575311,""longitude"":9.2192888},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""34"",""name"":""Austraße"",""apt"":"""",""formattedAddressLine"":""Austraße 34""},""formatted"":""Austraße 34, 74076 Heilbronn, Deutschland"",""country"":""DE"",""postalCode"":""74076"",""subdivision"":""BW""}","015202929952","now@metropole-dance.de","https://www.metropole-dance.de/",,"https://www.instagram.com/metropole.dance/","Pole Studio",,,"Austraße 34",,"451d0f4a-6299-4037-9391-af6a815a4bbf","284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-03-27T15:17:08Z,2024-02-04T18:00:47Z,,,"/polestudio/metropole-dance---now2","/onlinestudio/metropole-dance---now2",,
"https://www.eversports.de/sw/pole-faction-pole-dance-and-fitness","Pole Faction Rhein-Neckar","69493 ","Hirschberg an der Bergstraße","Deutschland","{""subdivisions"":[{""code"":""BW"",""name"":""Baden-Württemberg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""KA"",""name"":""Karlsruhe"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""Hirschberg an der Bergstraße"",""name"":""Hirschberg an der Bergstraße"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Hirschberg an der Bergstraße"",""location"":{""latitude"":49.4976464,""longitude"":8.6518558},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""39"",""name"":""Heddesheimer Straße"",""apt"":"""",""formattedAddressLine"":""Heddesheimer Str. 39""},""formatted"":""Heddesheimer Straße 39, 69493 Hirschberg an der Bergstraße, Deutschland"",""country"":""DE"",""postalCode"":""69493"",""subdivision"":""BW""}","015225933500","info@pole-faction.de","http://pole-faction.de","https://www.facebook.com/polefaction","https://www.instagram.com/polefaction/","Pole Studio","<p>In unserem Studio werden klassische Technikkurse in vier Leveln angeboten. UnserProfil wird durch weitere Kurse wie Heels, Floorwork, Aerial Hoop und Non-PoleKurse abgerundet.</p>","<p>Pole Faction ist ein familiäres Pole Dance Studio mit zwei Standorten an der Bergstraße und in Darrmstadt. Wir sind eine bunte Gruppe an Trainerrn und bieten ein ebenso buntes Programm an Kursen an</p>","Heddesheimer Straße 39",,"4543543a-f843-45f0-8686-a6d27c8b2648","284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-03-22T13:38:48Z,2024-02-04T18:00:47Z,,,"/polestudio/pole-faction-rhein-neckar","/onlinestudio/pole-faction-rhein-neckar",,
"https://www.eversports.de/sw/ramonas-tanzschmiede","Ramonas Tanzschmiede","45886","Gelsenkirchen","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""MS"",""name"":""Münster"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""GE"",""name"":""Gelsenkirchen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Gelsenkirchen"",""location"":{""latitude"":51.4990975,""longitude"":7.1206628},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""121"",""name"":""Ückendorfer Straße"",""apt"":"""",""formattedAddressLine"":""Ückendorfer Str. 121""},""formatted"":""Ückendorfer Straße 121, 45886 Gelsenkirchen, Gelsenkirchen-Süd, Deutschland"",""country"":""DE"",""postalCode"":""45886"",""subdivision"":""NRW""}","0209 – 93 96 80 80","kontakt@ramonas-tanzschmiede.de","https://ramonas-tanzschmiede.de/","https://www.facebook.com/RamonasTanzschmiede","https://www.instagram.com/ramonastanzschmiede/","Pole Studio",,"<p class=""font_8""><strong>Herzlich Willkommen bei Ramonas Tanzschmiede!</strong></p>
<p class=""font_8"">Seit 2018 finden Sie uns in Gelsenkirchen Ückendorf, mit Tanzkursen ab 2 Jahren, bis hin ins hohe Erwachsenenalter.</p>
<p class=""font_8"">Unser Angebot umfasst verschiedenste Tanzstile:</p>
<p class=""font_8"">Hier finden Sie alles, angefangen bei&nbsp;<strong>Eltern- Kind Tanzen</strong>, über&nbsp;<strong>teilbegleitetes Tanzen</strong>, bis hin zu&nbsp;<strong>kreativem Kindertanz</strong>,<strong>&nbsp;Hip Hop</strong>,&nbsp;<strong>Jazzdance</strong>,&nbsp;<strong>Contemporary</strong>,&nbsp;<strong>Dancehall</strong>,&nbsp;<strong>Twerk, Streetdance</strong>,&nbsp;<strong>Showdance</strong>,&nbsp;<strong>Heels</strong>,&nbsp;<strong>Chair Dance</strong>,&nbsp;<strong>Pole Dance und Ballett</strong>. Werfen Sie hierzu einen Blick in unseren Kursplan und die jeweiligen Kursbeschreibungen!</p>
<p class=""font_8"">Zusätzlich bieten wir die Möglichkeiten,&nbsp;<strong>Junggesellinnenabschiede (JGA)</strong>,&nbsp;<strong>Kindergeburtstage</strong>&nbsp;und&nbsp;<strong>Hochzeitstanzstunden</strong>&nbsp;in unseren Räumlichkeiten zu buchen.</p>
<p class=""font_8"">Gerne kommen wir auch zu Ihrer Veranstaltung und gestalten dort ein buntes Programm für Sie!</p>
<p class=""font_8"">Unsere Auftrittserfahrungen reichen von kleinen Gemeindefesten, über Großveranstaltungen, wie den Duisburger Tanztagen, bis hin zu professionellen Theatershows und Tourneen.</p>","Ückendorfer Straße 121",,"4592ac9b-7961-46f7-b348-d62b995f0259","284241e1-0e53-4183-b67f-34edcfb7c8b1",2023-05-03T15:31:32Z,2024-02-04T19:13:27Z,,,"/polestudio/ramonas-tanzschmiede","/onlinestudio/ramonas-tanzschmiede",,
,"Polestructions","53229","Bonn","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""K"",""name"":""Köln"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""BN"",""name"":""Bonn"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Bonn"",""location"":{""latitude"":50.7422373,""longitude"":7.1269581},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""8"",""name"":""Auguststraße"",""apt"":""""},""formatted"":""Auguststraße 8, 53229 Bonn, Deutschland"",""country"":""DE"",""postalCode"":""53229""}","0178 6058030","info@polestructions.com","https://polestructions.com/","https://www.facebook.com/polestructions","https://www.instagram.com/polestructions.studio/","Pole Studio",,"<p class=""font_8"">Polestructions ist ein Poledance Studio in Bonn. Hier findest Du Kurse in Pole Fitness und Luftakrobatik (Aerial Silk und Aerial Hoop). Weitere Kurse im vielfältigen Angebot sind Stretch &amp; Contortion, Floorwork, Chair Dance, Acroyoga und Jumping. Interessiert? Für 10 Euro kannst du jederzeit eine Probestunde in der Auguststraße in Bonn-Beuel besuchen. Bei Polestructions gibt es auch regelmäßig dreistündige Workshops, damit sich eine längere Anfahrt lohnt.</p>","Auguststraße 8","https://www.eversports.de/s/polestructions","464d712d-dcac-4504-b6b6-818c22311885","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T19:20:57Z,,,"/polestudio/polestructions","/onlinestudio/polestructions",,
,"Crazy up & Pole","42275","Wuppertal","Deutschland","{""subdivisions"":[{""code"":""NRW"",""name"":""Nordrhein-Westfalen"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Düsseldorf"",""name"":""Düsseldorf"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""West"",""name"":""Wuppertal"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Wuppertal"",""location"":{""latitude"":51.272491,""longitude"":7.1979479},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""20-24"",""name"":""Parlamentstraße"",""apt"":""""},""formatted"":""Parlamentstraße 20-24, 42275 Wuppertal, Deutschland"",""country"":""DE"",""postalCode"":""42275""}","0160 97398798","info@crazy-up-pole.de","https://www.crazy-up-pole.de/","https://www.facebook.com/crazyuppole/","https://www.instagram.com/crazyuppole/","Pole Studio",,,"Parlamentstraße 20-24",,"466bd88c-fa31-4a0f-af83-2c9951d3e5e7","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:46Z,,,"/polestudio/crazy-up-%26-pole","/onlinestudio/crazy-up-%26-pole",,
,"Fanlin Studio - Pole & Aerial Dance","81477 ","München","Deutschland","{""subdivisions"":[{""code"":""BY"",""name"":""Bayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""Oberbayern"",""name"":""Oberbayern"",""type"":""ADMINISTRATIVE_AREA_LEVEL_2""},{""code"":""München"",""name"":""München"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""München"",""location"":{""latitude"":48.092085,""longitude"":11.5029598},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""33C"",""name"":""Drygalski-Allee"",""apt"":""1 stock"",""formattedAddressLine"":""Drygalski-Allee 33C/1 stock""},""formatted"":""Drygalski-Allee 33C/1 stock, 81477 München, Deutschland"",""country"":""DE"",""postalCode"":""81477"",""subdivision"":""BY""}",,"info@fanlin-studio.de","https://www.fanlin-studio.de/",,"https://www.instagram.com/fanlin_studio_pole_aerial/?hl=en","Pole Studio",,,"Drygalski-Allee 33C",,"47fae42e-ec81-48e8-80b2-dad95c353faa","284241e1-0e53-4183-b67f-34edcfb7c8b1",2024-01-28T16:09:31Z,2024-02-04T18:00:47Z,,,"/polestudio/fanlin-studio---pole-%26-aerial-dance","/onlinestudio/fanlin-studio---pole-%26-aerial-dance",,
,"femella-studio","3046","Cottbus","Deutschland","{""subdivisions"":[{""code"":""BB"",""name"":""Brandenburg"",""type"":""ADMINISTRATIVE_AREA_LEVEL_1""},{""code"":""CB"",""name"":""Cottbus"",""type"":""ADMINISTRATIVE_AREA_LEVEL_3""},{""code"":""DE"",""name"":""Deutschland"",""type"":""COUNTRY""}],""city"":""Cottbus"",""location"":{""latitude"":51.752289,""longitude"":14.3356043},""countryFullname"":""Deutschland"",""streetAddress"":{""number"":""13"",""name"":""Bautzener Straße"",""apt"":""""},""formatted"":""Bautzener Str. 13, 03046 Cottbus, Deutschland"",""country"":""DE"",""postalCode"":""03046"",""subdivision"":""BB""}","0176 62093840","mail@femella-studio.de","https://femella-studio.de/","https://www.facebook.com/people/Femella-Studio/100063795992902/","https://www.instagram.com/femellastudio/","Pole Studio",,,"Bautzener Str. 13",,"48151007-2d96-43aa-bad9-541669adadf3","284241e1-0e53-4183-b67f-34edcfb7c8b1",2022-11-18T11:57:31Z,2024-02-04T18:00:47Z,,,"/polestudio/femella-studio","/onlinestudio/femella-studio",,
